"","LPSN_ID","FAPROTAX2_Type_of_metabolism"
"14764","782627","sulfur_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;fermentation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14765","793120","sulfate_respiration;sulfur_respiration;thiosulfate_respiration;fumarate_respiration;obligate_anaerobes;sulfur_reduction"
"14766",NA,"sulfur_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;fermentation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;reductive_acetogenesis;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14767","792039","gelatin_degradation;ureolysis;chemoheterotrophy"
"14768","793617","cellulolysis;xylanolysis;lactate_oxidation;chemoheterotrophy"
"14769","782629","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;manganese_respiration;fermentation;iron_respiration;reductive_acetogenesis;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14770","782630","sulfur_respiration;thiosulfate_respiration;manganese_respiration;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14771","782632","fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14772","789224","cellulolysis;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14773","782634","thiosulfate_respiration;respiration_of_sulfur_compounds;fermentation;lactic_acid_fermentation;alcohol_fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14774","782635","fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14775","782636","fermentation;chemoheterotrophy"
"14776","782637","thiosulfate_respiration;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14777","782638","fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14778","782640","thiosulfate_respiration;respiration_of_sulfur_compounds;xylanolysis;dark_sulfur_oxidation;dark_oxidation_of_sulfur_compounds;fermentation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"14779","788710","chitinolysis;cellulolysis;xylanolysis;chemoheterotrophy"
"14780","794193","chitinolysis;gelatin_degradation;cellulolysis;xylanolysis;chemoheterotrophy"
"14781","798315","xylanolysis;aerobic_chemoheterotrophy;chemoheterotrophy"
"14782","796425","aerobic_chemoheterotrophy;aromatic_compound_degradation;chemoheterotrophy"
"14783","793882","sulfur_respiration;respiration_of_sulfur_compounds;fermentation;lactic_acid_fermentation;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes;sulfur_reduction"
"14784","787234","sulfur_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;obligate_anaerobes;sulfur_reduction"
"14785","790271","dark_sulfite_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;sulfur_reduction"
"14786","5307","dark_sulfite_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;sulfur_reduction"
"14787","795868","nitrate_ammonification;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"14788","782641","chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"14789","789797","chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"14790","787837","sulfur_respiration;fermentation;alcohol_fermentation;iron_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14791","785577","iron_respiration"
"14792","785069","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration"
"14793","785070","dark_sulfite_oxidation;nitrate_denitrification;nitrite_denitrification;nitrite_respiration;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;facultative_anaerobes"
"14794","782644","thiosulfate_respiration;respiration_of_sulfur_compounds;fermentation;chemoheterotrophy"
"14795","782645","thiosulfate_respiration;respiration_of_sulfur_compounds;xylanolysis;fermentation;chemoheterotrophy"
"14796","782647","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;nitrogen_fixation;xylanolysis;fermentation;iron_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14797","782648","sulfur_respiration;thiosulfate_respiration;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14798","782649","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;cellulolysis;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14799","782650","sulfur_respiration;thiosulfate_respiration;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14800","782652","thiosulfate_respiration;respiration_of_sulfur_compounds;fermentation;chemoheterotrophy"
"14801","782653","thiosulfate_respiration;respiration_of_sulfur_compounds;fermentation;chemoheterotrophy"
"14802","791766","gelatin_degradation;cellulolysis;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"14803","782654","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;nitrate_ammonification;nitrite_ammonification;nitrite_respiration;fermentation;alcohol_fermentation;iron_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;fumarate_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14804","788532","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;manganese_respiration;iron_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14805","782655","sulfur_respiration;respiration_of_sulfur_compounds;nitrate_denitrification;nitrate_ammonification;nitrite_ammonification;nitrite_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;obligate_anaerobes;sulfur_reduction"
"14806","785807","sulfur_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;nitrate_ammonification;nitrite_ammonification;nitrite_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;obligate_anaerobes;sulfur_reduction"
"14807","782656","sulfur_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;nitrate_ammonification;nitrite_ammonification;nitrite_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;obligate_anaerobes;sulfur_reduction"
"14808","782657","sulfur_respiration;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"14809","787876","thiosulfate_respiration;fermentation;lactic_acid_fermentation;alcohol_fermentation"
"14810","782661","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"14811","793121","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14812","782658","aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"14813","782659","arsenite_oxidation_detoxification;dissimilatory_arsenite_oxidation;gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"14814","788464","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14815","785071","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14816","795707","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14817","18955","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14818","791506","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"14819","789965","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"14820","782663","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14821","788251","aerobic_chemoheterotrophy;chemoheterotrophy"
"14822",NA,"aerobic_chemoheterotrophy;chemoheterotrophy"
"14823","782664","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;facultative_anaerobes"
"14824",NA,"gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"14825","782667","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;ureolysis;chemoheterotrophy;facultative_anaerobes"
"14826","22603","arsenate_respiration;gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"14827","791041","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"14828","800799","sulfur_respiration;gelatin_degradation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;aerobic_chemoheterotrophy;iron_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;sulfur_reduction"
"14829","5903","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"14830","7151","sulfite_respiration;respiration_of_sulfur_compounds;arsenite_oxidation_detoxification;dissimilatory_arsenite_oxidation;gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"14831",NA,NA
"14832","785074","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14833","782678","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration"
"14834","789456","nitrate_denitrification;nitrite_respiration;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;facultative_anaerobes"
"14835","786168","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14836","785076","anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;acetate_oxidation;obligate_anaerobes"
"14837","782687","dark_sulfide_oxidation;dark_oxidation_of_sulfur_compounds"
"14838","786236","dark_sulfide_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14839","782689","dark_sulfide_oxidation;dark_oxidation_of_sulfur_compounds"
"14840","782691","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction;sulfur_reduction"
"14841","782693","nitrous_oxide_denitrification;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrogen_respiration;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;facultative_anaerobes"
"14842","782694","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14843","782695","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14844","782696","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;facultative_anaerobes"
"14845","782697","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy"
"14846","782698","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;facultative_anaerobes"
"14847","790102","aerobic_ammonia_oxidation;nitrification;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"14848","782700","nitrate_denitrification;nitrite_respiration;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration"
"14849","782701","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;facultative_anaerobes"
"14850","782702","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy"
"14851","782703","photoheterotrophy;phototrophy"
"14852","782706","dark_sulfide_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction"
"14853","782707","dark_hydrogen_oxidation;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14854","782709","dark_sulfide_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction;ureolysis;chemoheterotrophy"
"14855","782710","nitrate_denitrification;nitrite_denitrification;nitrite_respiration;dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;dark_iron_oxidation;iron_oxidation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;facultative_anaerobes"
"14856","782711","iron_respiration"
"14857","785078","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14858","782715","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy"
"14859","782719","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14860","782721","sulfite_respiration;respiration_of_sulfur_compounds;dark_sulfur_oxidation;dark_oxidation_of_sulfur_compounds;iron_respiration"
"14861","782722","dark_sulfide_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_reduction"
"14862","787755","nitrate_denitrification;nitrite_respiration;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;nitrate_respiration;nitrate_reduction;nitrogen_respiration;facultative_anaerobes"
"14863","782724","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14864","782725","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds"
"14865","46513","nitrogen_fixation;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;photoheterotrophy;phototrophy;ureolysis;acetate_oxidation;chemoheterotrophy"
"14866","785084","dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy"
"14867",NA,NA
"14868","782727","dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;aerobic_chemoheterotrophy;anoxygenic_photoautotrophy_H2_oxidizing;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"14869","782728","anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"14870","782730","fermentation;alcohol_fermentation;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"14871","782731","nitrogen_fixation;anoxygenic_photoautotrophy_H2_oxidizing;anoxygenic_photoautotrophy_S_oxidizing;anoxygenic_photoautotrophy;photoautotrophy;phototrophy;chemoheterotrophy"
"14872",NA,NA
"14873","795457","aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"14874","793013","dark_sulfide_oxidation;dark_sulfur_oxidation;dark_thiosulfate_oxidation;dark_oxidation_of_sulfur_compounds;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"14875","790993","sulfur_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;aerobic_chemoheterotrophy;aromatic_compound_degradation;ureolysis;chemoheterotrophy;sulfur_reduction"
